,actors_list,num_appearances,avg_critics_vote
96035,Will Buie Jr.,1,5.43
96036,Will Burke,1,6.0
96037,Will Carlson,3,3.204606763779264
96038,Will Chase,1,5.0
96039,Will Coleman,1,2.0581074271863122
96040,Will Corno,1,6.0
96041,Will Dalton,1,5.458394760506016
96042,Will Denton,1,8.0
96043,Will Disney,1,6.78
96044,Will Ellsworth-Jones,1,6.654417454854248
96045,Will Estes,4,3.8835375010232793
96046,Will Farrell,1,5.25
96047,Will Ferrell,28,5.3358696491051685
96048,Will Fitz,2,6.790263655835288
96049,Will Forte,14,5.514187454781552
96050,Will Friedle,2,2.9871073560331434
96051,Will Geer,14,6.975621572769029
96052,Will Gonzales,1,5.75
96053,Will Gotay,2,5.75
96054,Will Graham,1,2.0583421774947275
96055,Will Greenberg,1,1.9743320872204948
96056,Will Hahn,1,8.0
96057,Will Hare,1,8.0
96058,Will Harris,3,5.285808515528747
96059,Will Hochman,3,5.890000000000001
96060,Will Horneff,1,3.5
96061,Will Hudson,1,5.5
96062,Will Humburg,1,4.0
96063,Will Husbands,2,3.6745344414574506
96064,Will Hussung,1,6.0
96065,Will Hutchins,3,7.126666666666666
96066,Will Janowitz,1,6.0
96067,Will Jordan,1,7.83
96068,Will Keen,2,4.501935151206363
96069,Will Keenan,2,4.335
96070,Will Kemp,7,4.336693479277511
96071,Will King,1,4.178948851654589
96072,Will Kuluva,1,6.0
96073,Will Leon,1,7.0
96074,Will Liu,1,8.0
96075,Will Lunsford,1,5.088467268457997
96076,Will Lyman,2,5.517088780336561
96077,Will MacMillan,1,6.78
96078,Will Mattos,1,1.9743320872204948
96079,Will McCormack,2,4.959695355760832
96080,Will McNeill,1,6.0
96081,Will Mellor,2,3.5
96082,Will Merrick,2,6.42
96083,Will Meyers,1,4.078582071675851
96084,Will Mitchell,1,5.644297507763685
96085,Will More,1,7.67
96086,Will Noonan,1,3.9945719814016183
96087,Will Nye,1,6.2828467106473225
96088,Will Oldham,4,7.3175
96089,Will Patton,25,5.575768691360106
96090,Will Payne,1,6.0
96091,Will Peltz,5,4.999581615044869
96092,Will Poulter,12,5.881191458980307
96093,Will Roberts,1,8.0
96094,Will Rogers,4,6.075
96095,Will Rogers jr.,1,6.0
96096,Will Ropp,2,5.5
96097,Will Rothhaar,4,4.249727946107794
96098,Will Sampson,3,6.3566666666666665
96099,Will Sanderson,7,4.361164980903556
96100,Will Sasso,6,4.250750783582016
96101,Will Shadley,1,4.67
96102,Will Sherwood,1,7.0
96103,Will Smith,26,5.367097592382493
96104,Will Smith (II),1,4.0
96105,Will Stampe,1,5.33
96106,Will Stanton,1,8.775611004785148
96107,Will Stewart,1,4.0
96108,Will Swenson,1,5.75
96109,Will Thorp,1,5.0
96110,Will Tilston,1,6.0
96111,Will Tomi,1,5.745251163513463
96112,Will Tudor,1,3.539108522074668
96113,Will Verchere-Gopaulsingh,1,5.004691928492179
96114,Will Wallace,3,6.3243987547245295
96115,Will Wheaton,2,5.0
96116,Will Woytowich,2,3.937051240392394
96117,Will Wright,6,6.359115750071422
96118,Will Young,1,7.5
96119,Will Yun Lee,7,3.600697609861778
96120,Will Zahrn,1,3.9944546062474107
96121,Willa Fitzgerald,4,5.015042510583811
96122,Willa Ford,2,4.356145065866072
96123,Willa Holland,1,5.75
96124,Willa O'Neill,2,7.0
96125,Willa Skye,1,4.550050095244683
96126,Willam Belli,1,3.0
96127,Willard E. Pugh,3,4.154728166460059
96128,Willard Parker,3,6.333333333333333
96129,Willard Robertson,2,5.5
96130,Willard Sage,1,5.459216386585469
96131,Willard Waterman,1,5.0
96132,Willebaldo Torres,1,7.11
96133,Willeke Van Ammelroy,1,7.0
96134,Willeke van Ammelrooy,2,4.8271086420013205
96135,Willem Dafoe,89,6.112792727193949
96136,Willemijn van der Ree,1,5.0
96137,Willey Reynolds,1,3.0
96138,Willi Burger,5,8.868
96139,William 'Big Sleeps' Stewart,5,3.961780796890473
96140,William 'Bill' Connor,1,3.0
96141,William 'Billy' Benedict,1,5.273548389636213
96142,William 'Bo' Jim,1,4.73
96143,William 'Stage' Boyd,1,6.0
96144,William 'Will' Daubert,1,2.0
96145,William Ainscough,3,3.6527200033992
96146,William Alexander,1,3.5
96147,William Alland,1,9.46
96148,William Allen Young,4,5.345
96149,William Angiuli,2,4.362505634666169
96150,William Armstrong,1,5.0
96151,William Ash,2,5.665
96152,William Atherton,13,5.597942759235514
96153,William Aydelott,1,6.33
96154,William B. Davidson,1,6.0
96155,William B. Davis,8,4.436541553374752
96156,William Bakewell,1,4.449096439494908
96157,William Baldwin,23,5.1118775785891835
96158,William Bates,1,1.67
96159,William Beck,1,2.33
96160,William Beckley,1,7.33
96161,William Beckwith,1,5.0
96162,William Belleau,3,5.976666666666667
96163,William Bendix,16,6.61625
96164,William Benedict,1,7.0
96165,William Berger,42,4.3411904761904765
96166,William Binney,1,7.33
96167,William Bishop,3,6.918378786765203
96168,William Boer,1,5.087880392686959
96169,William Bogart,3,5.338231500142844
96170,William Bogert,1,4.077760445596398
96171,William Bonner,1,3.33
96172,William Boyett,1,7.0
96173,William Bradford Borden,1,6.0
96174,William Bramley,1,7.91
96175,William Bronder,1,4.0
96176,William Bryant,3,5.666666666666667
96177,William Butler,2,4.29
96178,William Campbell,6,6.558333333333334
96179,William Castle,3,7.55
96180,William Castrogiovanni,1,3.9945719814016183
96181,William Catlett,2,5.625263655835289
96182,William Chan Wai-Ting,1,6.67
96183,William Charlton,1,5.56
96184,William Ching,2,6.355
96185,William Christian,1,3.624057613582562
96186,William Christie,1,5.5
96187,William Christopher Ford,1,3.25
96188,William Collier jr.,1,7.67
96189,William Conrad,7,7.0212072658421665
96190,William Converse-Roberts,1,6.0
96191,William Cornford,1,5.0
96192,William Cowart,1,4.0
96193,William Cuddy,1,4.83
96194,William Daniels,10,7.006
96195,William Darke,1,6.91
96196,William Darni,2,2.665
96197,William DeMeo,1,4.361682469748653
96198,William Dehl,1,7.5
96199,William Demarest,18,6.635799291231563
96200,William Dennis Hunt,1,4.0
96201,William Devane,25,5.476539244389068
96202,William Devlin,1,6.27
96203,William Dick,2,4.79
96204,William Dieterle,3,8.053333333333333
96205,William Drury,1,8.0
96206,William Duell,2,6.635
96207,William Duffy,1,6.0
96208,William E. Fountaine,1,7.5
96209,William E. Lester,1,6.5
96210,William Eadie,1,7.1
96211,William Edward-Collins,1,2.4288565453137845
96212,William Elliott,2,6.234668166838016
96213,William Ellis,2,6.0
96214,William Emmons,1,4.0
96215,William Erazo Fernández,1,3.75
96216,William Eythe,3,6.583333333333333
96217,William F. Bryant,1,1.0
96218,William F. Buckley,1,6.33
96219,William Farnum,1,4.0
96220,William Fawcett,2,6.0
96221,William Feng,1,6.4
96222,William Ferguson,2,5.25
96223,William Fichtner,23,5.398960642640444
96224,William Finley,7,6.267142857142857
96225,William Flaherty,1,6.5
96226,William Flaman,1,2.0
96227,William Forsythe,33,5.275168844965292
96228,William Frankfather,1,6.33
96229,William Franklyn,1,4.25
96230,William Franklyn-Miller,1,5.088702018766412
96231,William Frawley,4,6.71
96232,William Friedkin,4,7.25
96233,William Gammara,1,8.0
96234,William Gargan,3,6.833333333333333
96235,William Gaunt,1,6.0
96236,William Geiger,1,5.0
96237,William Greenblatt,1,6.0
96238,William Gregory Lee,3,2.59
96239,William Grennan,1,5.088467268457997
96240,William H. Crane,1,5.67
96241,William H. Macy,41,6.0572037542912
96242,William Haines,1,8.0
96243,William Harrigan,3,6.196666666666666
96244,William Hartnell,6,7.025068322752728
96245,William Haslam,1,6.5
96246,William Haugaard,1,6.0
96247,William Haynes,1,3.540047523308329
96248,William Haze,2,4.061794056482865
96249,William Healy,1,6.43
96250,William Henry,4,5.7747054914642435
96251,William Hickey,4,5.6775
96252,William Hill,1,6.0
96253,William Hobbs,1,6.014577125274327
96254,William Holden,50,6.516496237511655
96255,William Holmes,1,6.0
96256,William Hootkins,3,5.96
96257,William Hope,16,5.499988459058517
96258,William Hopper,6,6.59
96259,William House,1,6.0
96260,William Houston,4,4.935
96261,William Howell,1,7.294023034125753
96262,William Howes,1,7.0
96263,William Hudson,1,6.014577125274327
96264,William Humphrey,1,7.0
96265,William Hurt,57,5.931648074358392
96266,William Huw,1,2.0
96267,William Jackson Harper,2,6.615
96268,William James,1,8.489576227857153
96269,William Janney,3,7.333333333333333
96270,William Jennings,1,5.05
96271,William Jess Russell,1,6.0
96272,William Jordan,1,4.0
96273,William Jøhnk Nielsen,2,7.04
96274,William Katt,13,5.293023752084309
96275,William Kerwin,2,5.45
96276,William Kircher,1,6.79
96277,William Kirk,1,3.33
96278,William Klein,1,7.5
96279,William Kurt,1,6.0
96280,William L. Thorne,1,6.6
96281,William Lacey,1,4.5
96282,William Langlois,1,2.5
96283,William Larsson,2,8.224339760944682
96284,William Lawrence Allen,1,6.0
96285,William Lebghil,7,5.726384561213168
96286,William Lee Houston,1,4.3647342237580515
96287,William Lee Scott,4,5.485975771758798
96288,William Leslie,2,7.25
96289,William Levy,4,4.504335260056062
96290,William Lodder,1,4.634060185518915
96291,William Lorenzo,1,8.0
96292,William Love,1,6.0
96293,William Lucas,2,6.5
96294,William Lucking,4,4.625
96295,William Ludigan,1,6.25
96296,William Lundigan,6,6.095
96297,William MacDonald,8,4.9505943604273295
96298,William Mann,1,6.0
96299,William Mapother,6,5.755
96300,William Mark McCullough,2,2.75
96301,William Marsh,1,4.0
96302,William Marshall,1,6.6
96303,William Martinez,1,8.0
96304,William Matthews,1,4.263663192854067
96305,William Matzhold,1,6.098821965856975
96306,William Mayor,1,2.0
96307,William McInnes,3,5.476666666666667
96308,William McNamara,11,5.847544075421078
96309,William Mesguich,1,2.4288565453137845
96310,William Miller,2,6.335
96311,William Mims,1,8.08
96312,William Morgan Sheppard,7,4.7128571428571435
96313,William Morse,1,5.0
96314,William Moseley,9,5.0740569463583745
96315,William Nadylam,3,7.31
96316,William Newman,2,6.39
96317,William O'Connell,1,5.25
96318,William O'Leary,6,5.8
96319,William O'Malley,1,8.26
96320,William Ontiveros,1,5.4
96321,William Orlamond,1,7.6
96322,William Otterson,1,7.0
96323,William P. Carleton,1,7.8
96324,William Peltz,1,5.33
96325,William Petersen,8,6.35625
96326,William Poolman,1,6.5
96327,William Post Jr.,3,6.333333333333333
96328,William Poulin,1,6.013638124040666
96329,William Powell,19,7.012105263157895
96330,William Prince,6,6.273333333333333
96331,William Prociuk,1,4.0
96332,William Pullen,1,7.024344946902265
96333,William Quaid,1,6.0
96334,William R. Moses,26,4.918053413827133
96335,William Ragdale,1,3.75
96336,William Ragsdale,5,5.765757836246902
96337,William Redfield,6,6.511666666666667
96338,William Reynolds,7,6.649317034308965
96339,William Richert,1,7.29
96340,William Rodriguez,1,7.8
96341,William Roerick,3,7.223333333333334
96342,William Roth,1,3.0
96343,William Row,1,5.004457178183764
96344,William Royle,1,6.0
96345,William Ruane,5,6.603764393171394
96346,William Rubio,1,5.273783139944628
96347,William Russ,5,5.1
96348,William Russell,3,6.574634362345063
96349,William S. Burroughs,6,6.322389538515534
96350,William Sabatier,1,6.0
96351,William Sadler,25,5.38334973833611
96352,William Samples,2,5.3
96353,William Sanderson,5,7.624
96354,William Schallert,7,6.35242131306173
96355,William Schenker,1,6.0
96356,William Schultz,1,3.0
96357,William Scott Lee,1,7.33
96358,William Scully,1,1.9743320872204948
96359,William Self,1,7.46
96360,William Severn,1,5.5
96361,William Shari,1,8.0
96362,William Shatner,24,5.287382883815442
96363,William Shewfelt,1,2.0
96364,William Shimell,2,7.0
96365,William Shimmel,1,5.75
96366,William Shockley,4,4.416054963984749
96367,William Shriver,1,6.0
96368,William Smith,10,6.01
96369,William Smithers,1,6.0
96370,William Spolt,1,4.0
96371,William Squire,1,7.19
96372,William Stagg,1,7.0
96373,William Stanford Davis,1,5.5
96374,William Stark,1,7.67
96375,William Steele,1,7.5
96376,William Stelling,1,6.0
96377,William Sterchi,1,7.0
96378,William Swan,1,7.67
96379,William Sylvester,3,6.609999999999999
96380,William T. Orr,1,7.2
96381,William Takaku,1,6.0
96382,William Talman,6,6.888333333333333
96383,William Tannen,1,6.0
96384,William Tapley,1,7.0
96385,William Temple,1,4.3647342237580515
96386,William Tepper,3,5.69
96387,William Terry,1,6.0
96388,William Thomas,1,2.0581074271863122
96389,William Thorne,1,4.5
96390,William Tubbs,3,7.813333333333333
96391,William Ullrich,1,7.0
96392,William V. Mong,1,6.5
96393,William Volpicella,1,2.0
96394,William W. Barbour,1,6.0
96395,William Wallace,1,6.0
96396,William Wellman jr.,1,6.9
96397,William Weston,1,7.0
96398,William White,1,6.77
96399,William Whitton,1,6.5
96400,William Whyte,1,4.0
96401,William Willet,3,5.394781677024004
96402,William Windom,6,6.833333333333333
96403,William Windon,1,6.0
96404,William Xifaras,3,6.116666666666667
96405,William Yang,1,8.0
96406,William Yong,1,6.0
96407,William Zabka,4,3.5
96408,William Zappa,2,7.835
96409,William deVry,2,5.1391788466413
96410,William ‘Big Sleeps’ Stewart,1,4.0
96411,Williams Belle,2,4.0
96412,Willie Aames,5,3.034409018735663
96413,Willie Andréason,2,6.475
96414,Willie Best,2,5.415
96415,Willie Brand,1,7.75
96416,Willie C. Carpenter,2,6.285203682290007
96417,Willie Chi,1,6.67
96418,Willie Ellie,1,3.438976492404346
96419,Willie Garson,6,4.89
96420,Willie Hall,1,8.71
96421,Willie Higgins,1,9.0
96422,Willie Lavendahl,1,7.0
96423,Willie Mellina,1,4.179300977117212
96424,Willie Nelson,11,5.106234733788714
96425,Willie Robertson,1,2.0
96426,Willie Williams,1,6.0
96427,Willis Bouchey,6,7.791666666666667
96428,Willis Burks II,1,6.4
96429,Willis Earl Beal,1,6.0
96430,Willliam Atherton,1,7.06
96431,Willo Hausman,1,7.0
96432,Willow Geer,1,4.0
96433,Willow Hale,2,5.86756560821145
96434,Willow Shields,2,5.465
96435,Willow Smith,2,4.925
96436,Willow Voges Fernandes,1,7.0
96437,Willy Birgel,1,4.5
96438,Willy Braque,1,3.5
96439,Willy Colombini,2,3.25
96440,Willy Fernandez,1,8.67
96441,Willy Fritsch,1,8.09
96442,Willy Harlander,1,5.0
96443,Willy Nunez,1,3.0
96444,Willy Prager,1,5.0
96445,Willy Rachow,1,6.0
96446,Willy Roe,1,5.0
96447,Willy Rovelli,1,5.004691928492179
96448,Willy Semler,1,8.0
96449,Willy Van Der Valke,1,5.2
96450,Willy Vandenbroeck,1,6.2
96451,Willy Vandermeulen,1,4.0
96452,Wilma Azevedo,1,6.5
96453,Wilma D'Eusebio,1,6.5
96454,Wilma De Angelis,1,3.71
96455,Wilma Holmén,1,4.0
96456,Wilma Labate,1,4.67
96457,Wilma Mangini,1,5.5
96458,Wilma Pagis,1,3.5
96459,Wilma Pelly,1,7.5
96460,Wilmer Calderon,3,5.166666666666667
96461,Wilmer Valderrama,4,4.3225
96462,Wilson Bethel,1,2.0
96463,Wilson Chen,1,3.0
96464,Wilson Gonzales,1,5.5
96465,Wilson Gonzalez Ochsenknecht,1,6.0
96466,Wilson Grey,4,7.272175504691603
96467,Wilson Guerrero,1,7.17
96468,Wilson Jermaine Heredia,2,3.375
96469,Wilson Rabelo,1,7.0
96470,Wilson Saba,1,5.8
96471,Wilson Salazar,1,7.4
96472,Wilson Tong,1,8.0
96473,Wilson Wood,1,4.449096439494908
96474,Wilt Chamberlain,1,4.11
96475,Wilton Graff,1,7.5
96476,Wim Delvoye,1,5.25
96477,Wim Meuwissen,1,8.0
96478,Wim Opbrouck,1,8.0
96479,Wim Wenders,5,6.76
96480,Wim Willaert,5,5.074009504661666
96481,Wim Zomer,1,6.7
96482,Wim van den Brink,1,6.57
96483,Win Min Than,1,7.67
96484,Win Morisaki,1,6.96
96485,Winai Kraibutr,1,4.0
96486,Wine Dierickx,2,7.072148753881843
96487,Winfield Jackson,2,7.51
96488,Winfried Küppers,1,4.449096439494908
96489,Wing-Hon Cheung,1,6.0
96490,Wing-Sze Ng,1,8.0
96491,Wing-cheong Law,1,8.33
96492,Wings Hauser,5,5.237884184841555
96493,Winna Winifried,1,6.098821965856975
96494,Winnie Böwe,3,6.501446601009852
96495,Winnie Hung,2,3.2144282726568925
96496,Winnie Leung,2,7.0
96497,Winnie Markus,1,6.0
96498,Winnifred Bonjean Alpart,1,3.540047523308329
96499,Winny Clarke,1,5.644180132609478
96500,Winona Ryder,43,5.7953488372093025
96501,Winslow Fegley,5,4.414785108306024
96502,Winslow Iwaki,1,5.5
96503,Winsome Brown,2,6.425
96504,Winston A. Marshall,1,2.0583421774947275
96505,Winston Au,1,6.0
96506,Winston Chao,3,5.846666666666667
96507,Winston Duke,4,6.2524999999999995
96508,Winston James Francis,2,5.638938910375303
96509,Winston Ntshona,3,5.423333333333333
96510,Winston Rekert,7,5.06833533162392
96511,Winta McGrath,2,5.316854030028146
96512,Winter Ave Zoli,5,5.576971348556993
96513,Winter Lee Holland,1,6.81
96514,Wiske Sterringa,1,6.67
96515,Wislanda Louimat,1,6.44
96516,Wissam Fares,1,4.0
96517,Witawat Singlampong,1,4.5
96518,Witold Bielinski,1,8.0
96519,Witold Debicki,2,5.779850270859207
96520,Witta Pohl,1,6.5
96521,Wladimir Klitschko,1,8.0
96522,Wladimir Tarasjanz,1,3.540047523308329
96523,Wladimir Yordanoff,5,6.08
96524,Wladimiro Perrini,1,1.418736598223222
96525,Wladyslaw Jarema,1,7.0
96526,Wladyslaw Kowalski,3,7.670000000000001
96527,Wlodzimierz Brodecki,1,7.25
96528,Wlodzimierz Press,1,7.0
96529,Wodji Ouardougou,1,8.0
96530,Wojciech Alaborski,1,6.0
96531,Wojciech Asinski,1,8.0
96532,Wojciech Kalarus,2,5.637345964246089
96533,Wojciech Kalinowski,1,6.569468363346353
96534,Wojciech Klata,1,8.81
96535,Wojciech Mecwaldowski,3,5.603333333333334
96536,Wojciech Niemczyk,1,5.64406275745527
96537,Wojciech Pszoniak,3,7.674977274224434
96538,Wojciech Sanejko,1,8.0
96539,Wojciech Zielinski,3,6.0
96540,Wojciek Klata,1,9.25
96541,Wojtek Pszoniak,1,4.0
96542,Wojtiech Psznoniak,1,7.56
96543,Wojtiech Pszoniak,2,8.5
96544,Wolf Bachofner,1,6.469336333676032
96545,Wolf Biermann,1,7.0
96546,Wolf Fischer,1,3.0
96547,Wolf Fisher,1,2.0
96548,Wolf Fleetwood-Ross,1,4.0
96549,Wolf Gremm,1,7.0
96550,Wolf Harnisch,1,4.0
96551,Wolf Hudson,2,4.125
96552,Wolf Kahler,2,7.95
96553,Wolf Larson,2,5.0
96554,Wolf Roth,4,5.75
96555,Wolf Ruvinskis,1,6.0
96556,Wolfang Preiss,1,5.33
96557,Wolfango Soldati,3,5.3
96558,Wolfe Morris,1,7.0
96559,Wolfgang Bodison,3,5.335515972055437
96560,Wolfgang Bächler,1,7.67
96561,Wolfgang Cerny,5,5.493579198528916
96562,Wolfgang Czeczor,1,4.263428442545652
96563,Wolfgang Fabio Schultze,1,6.5
96564,Wolfgang Fierek,1,6.0
96565,Wolfgang Greese,1,5.644180132609478
96566,Wolfgang Heinz,1,6.5
96567,Wolfgang Hess,1,8.15
96568,Wolfgang Hillinger,1,4.0
96569,Wolfgang Häntsch,1,3.438624366941723
96570,Wolfgang Hübsch,2,5.374056285529511
96571,Wolfgang Kieling,3,7.466666666666666
96572,Wolfgang Kostal,1,6.0
96573,Wolfgang Liebeneiner,1,8.5
96574,Wolfgang Luschky,1,8.23
96575,Wolfgang M. Bauer,1,7.22
96576,Wolfgang Maria Bauer,1,4.0
96577,Wolfgang Michael,1,9.0
96578,Wolfgang Novogratz,3,4.914290607082784
96579,Wolfgang Pampel,1,5.0
96580,Wolfgang Preiss,14,5.439945631505743
96581,Wolfgang Raach,2,3.1
96582,Wolfgang Reichman,1,7.0
96583,Wolfgang Reichmann,1,7.33
96584,Wolfgang S. Zechmayer,1,4.0
96585,Wolfgang Schenck,2,6.95
96586,Wolfgang Schenk,1,7.75
96587,Wolfgang Schulte,1,6.5
96588,Wolfgang Stumpf,1,6.0
96589,Wolfgang Stumph,2,4.822148753881843
96590,Wolfgang Völz,2,7.0
96591,Wolfgang Weber,1,3.624057613582562
96592,Wolfgang Zilzer,1,5.67
96593,Wolfgango Soldati,1,2.5
96594,Wolfie Hughes,1,2.158943707781881
96595,Wolfman Jack,2,7.305144994712903
96596,Wolfram Grandezka,1,2.984334659156849
96597,Wolfram Koch,1,7.5
96598,Wolfram Teufel,1,4.0
96599,Wolke Hegenbarth,2,3.3067340829375844
96600,Wolé Parks,1,6.0
96601,Won Bin,1,8.0
96602,Won Hee Lee,1,6.014694500428535
96603,Won Poong-Yeon,1,6.75
96604,Won Sop Sin,1,8.33
96605,Won-hae Kim,1,6.570407364580014
96606,Won-hie Lim,2,5.324142592665309
96607,Won-hui Lim,1,8.0
96608,Won-sang Park,1,3.33
96609,Won-yeong Choi,1,6.0
96610,Wong Chun,1,4.5
96611,Wong Hap,1,7.024697072364888
96612,Wong Kam-kong,1,6.67
96613,Wong Lai,1,6.0
96614,Wong Lilin,1,6.0
96615,Wong Tak-bun,1,7.0
96616,Wong Tsu-hsien,1,6.88
96617,Wonho Chung,1,6.0
96618,Wonita Joy,1,3.9945719814016183
96619,Wonjin Hahn,1,5.0
96620,Woo-bin Kim,1,7.0
96621,Woo-hee Chun,3,7.246666666666667
96622,Woo-jin Jo,6,5.507417436220391
96623,Woo-sik Choi,4,5.99999570383379
96624,Woo-sung Jung,7,5.222857142857143
96625,Wood Harris,8,5.612743429092897
96626,Woodrow Graves,1,5.75
96627,Woodrow Parfrey,2,7.26
96628,Woody Allen,43,6.8497674418604655
96629,Woody Brown,1,3.67
96630,Woody Chambliss,2,6.502111213937674
96631,Woody Harrelson,64,6.02625
96632,Woody Jeffreys,6,4.483261077330537
96633,Woody McClain,1,6.29
96634,Woody Norman,2,6.029999999999999
96635,Woody Strode,24,5.273333333333333
96636,Wookie Mayer,2,2.7064195395040054
96637,Woon Jong Jeon,1,5.0
96638,Woon Young Park,2,4.971891569972314
96639,Woong-in Jeong,1,5.0
96640,Woong-ki Min,1,8.0
96641,Woorim Jung,1,6.014694500428535
96642,Wotan Wilke Möhring,11,5.954704141020634
96643,Wouter Hendrickx,1,7.0
96644,Wowo Habdank,1,5.644180132609478
96645,Woyneshet Belachew,1,4.634060185518915
96646,Wren Barnes,2,4.406445831009648
96647,Wren T. Brown,1,6.0
96648,Wrenn Schmidt,2,6.5
96649,Wright King,3,5.823112111225345
96650,Wright Ngubane,1,6.0
96651,Wu Bai,2,5.335
96652,Wu Bingbin,1,5.0
96653,Wu Chi Liu,1,6.468984208213409
96654,Wu Fong Lung,1,5.33
96655,Wu Gang,1,6.5
96656,Wu Hsing Kuo,1,7.0
96657,Wu Jiang,6,6.983333333333333
96658,Wu Jing,1,6.199071370681505
96659,Wu Ma,3,7.626666666666666
96660,Wu Mincai,1,8.0
96661,Wu Nien-Jen,2,7.615
96662,Wu Qiong,1,8.0
96663,Wu Renlin,1,6.83
96664,Wui Sin Chong,1,8.0
96665,Wunmi Mosaku,5,6.087860709810713
96666,Wuong Hoa Hoi,1,7.88
96667,Wyatt Alexander,1,8.0
96668,Wyatt Hunt,1,6.014811875582742
96669,Wyatt Knight,2,4.5
96670,Wyatt Lindner,1,6.25
96671,Wyatt Nash,2,3.4472722124108057
96672,Wyatt Oleff,1,4.58
96673,Wyatt Russell,9,5.956555438544363
96674,Wyatt Smith,2,3.9450000000000003
96675,Wyclef Jean,2,5.0
96676,Wylie Quinn Anderson,1,5.86
96677,Wyn Roberts,1,6.0
96678,Wyndham Goldie,1,8.0
96679,Wynn Armstrong,1,6.0
96680,Wynn Everett,2,6.0
96681,Wynn Heliczer,1,4.633942810364707
96682,Wynn Reichert,1,7.0
96683,Wynona Ringer,1,4.0
96684,Wynter Kullman,2,4.682073673993507
96685,Wynton Marsalis,1,6.0
96686,X Mayo,1,5.0
96687,Xabier Elorriaga,2,4.5
96688,Xabiso Ngqabe,1,1.0
96689,Xan Cejudo,1,6.75
96690,Xan das Bolas,1,8.0
96691,Xander Berkeley,21,5.244944896666785
96692,Xandra Van Welden,1,8.0
96693,Xango Henry,1,5.5602874174894525
96694,Xaver Hutter,5,3.375449746776689
96695,Xaver Schwarzenberger,1,8.0
96696,Xavi Fernández,1,3.8085518589897402
96697,Xavi Hernández,1,8.0
96698,Xavi Sáez,1,8.5
96699,Xavier Anderson,1,4.67
96700,Xavier Atkins,4,5.445
96701,Xavier Beauvois,7,6.661428571428572
96702,Xavier Boiron,1,5.745016413205048
96703,Xavier Boulanger,1,5.17
96704,Xavier Capdet,4,6.503792929213606
96705,Xavier Clemente,1,3.9945719814016183
96706,Xavier Clément,3,3.8430638287038548
96707,Xavier Cugat,3,6.140000000000001
96708,Xavier De Guillebon,2,6.585
96709,Xavier Deluc,1,6.0
96710,Xavier Depraz,3,5.9433333333333325
96711,Xavier Desmoutiers,1,7.25
96712,Xavier Dias,1,6.5
96713,Xavier Dolan,8,6.15625
96714,Xavier Giannoli,1,6.67
96715,Xavier Grandès,3,7.333333333333333
96716,Xavier Guelfi,2,6.375
96717,Xavier Horan,3,5.815778604060598
96718,Xavier Jozelon,1,7.2
96719,Xavier Kerf,1,9.0
96720,Xavier Lafitte,1,2.984334659156849
96721,Xavier Laurent,1,5.25
96722,Xavier Lemaître,1,5.745016413205048
96723,Xavier Loyá,1,6.43
96724,Xavier Maly,1,7.39
96725,Xavier Marc,1,6.0
96726,Xavier Martín,1,6.67
96727,Xavier Mathieu,2,4.719488246202173
96728,Xavier Mussel,1,8.0
96729,Xavier Pau,1,7.67
96730,Xavier Robic,4,5.971917667202456
96731,Xavier Russell,1,7.67
96732,Xavier Saint-Macary,1,6.67
96733,Xavier Samuel,11,5.661704503824977
96734,Xavier Sotelo,1,6.0
96735,Xavier Torres,1,6.0
96736,Xavier Wilkins,1,4.54969796978206
96737,Xaviera Hollander,1,3.6239402384283546
96738,Xavo Giménez,1,4.0
96739,Xelo Cagiao,1,8.0
96740,Xen Sams,1,5.25
96741,Xenia Assenza,1,7.5805273116705765
96742,Xenia Ferchner,1,8.0
96743,Xenia Kalogeropoulou,2,4.161850172123615
96744,Xenia Roset,1,5.6
96745,Xenia Seeberg,1,4.0
96746,Xenia Tostado,1,4.0
96747,Xenia Valderi,5,4.826
96748,Xhejlane Terbunja,1,7.0
96749,Xhevdet Feri,1,7.0
96750,Xhilda Lapardhaja,1,2.67
96751,Xi Qi,2,4.335
96752,Xia Yu,1,6.0
96753,Xian Gao,1,4.0
96754,Xiang Hou,1,8.0
96755,Xiang Wei,2,6.25
96756,Xiangnian Li,1,9.0
96757,Xiangpeng Guo,1,4.0
96758,Xiao Cong,1,7.2
96759,Xiao Dong Mei,1,4.33
96760,Xiao Han,1,7.0
96761,Xiao Shen-Yang,1,4.0
96762,Xiao Sun,1,6.2
96763,Xiao Wei Yu,1,8.0
96764,Xiao-su Ling,1,3.9942198559389954
96765,Xiaobin Zhang,1,7.0
96766,Xiaochuan Li,1,6.5
96767,Xiaodong Guo,5,6.254
96768,Xiaodong Liu,1,8.0
96769,Xiaofei Zhang,1,4.0
96770,Xiaofeng Li,1,4.75
96771,Xiaogang Feng,3,6.733333333333333
96772,Xiaojuan Wang,1,4.0
96773,Xiaoming Huang,4,5.67
96774,Xiaoou Zhou,2,5.25
96775,Xiaorui Zhao,1,3.9942198559389954
96776,Xiaotong Guan,1,6.2
96777,Xiaoya Ma,1,5.67
96778,Xiaoyi Liu,1,7.0
96779,Xicoténcatl Ulloa,1,7.0
96780,Xie Fang,1,6.5
96781,Xiem Mang,1,5.33
96782,Ximena García,1,6.56
96783,Ximena Romo,1,6.0
96784,Xin Bo Fu,1,5.827970127091412
96785,Xin Cai,1,3.9942198559389954
