,actors_list,num_appearances,avg_critics_vote
6214,Ann Todd,11,7.109999999999999
6215,Ann Truong,2,3.881420783387307
6216,Ann Turkel,3,5.213333333333334
6217,Ann Wedgeworth,6,6.585067894096668
6218,Ann Westin,2,5.780143708744726
6219,Ann Whitney,1,6.0
6220,Ann Wolf,1,2.0
6221,Ann Zacharias,1,6.0
6222,Ann-Birgit Höller,1,6.5
6223,Ann-Cathrin Sudhoff,1,5.004691928492179
6224,Ann-Gisel Glass,4,5.035
6225,Ann-Kathrin Kramer,5,2.3950881839882
6226,Ann-Margret,32,6.07793447146985
6227,Ann-Marie Gyllenspetz,1,7.5805273116705765
6228,Ann-Marie O'Connor,1,7.0
6229,Ann-Sofie Kylin,1,6.43
6230,AnnMarie Giaquinto,1,5.273548389636213
6231,AnnMarie Reveruzzi,1,2.0
6232,Anna Adair,1,1.0474006043247126
6233,Anna Akana,2,4.877685555302012
6234,Anna Aleksakhina,1,8.46
6235,Anna Alessandra Ariorio,1,7.19
6236,Anna Amendola,1,6.6
6237,Anna Ammirati,15,4.701336501553889
6238,Anna Angelina Wolfers,1,3.35461427666749
6239,Anna Anissimova,1,4.67
6240,Anna Antonowicz,1,6.0
6241,Anna Ardizzone,2,3.835
6242,Anna Arena,3,6.109999999999999
6243,Anna Aries,1,5.0
6244,Anna Azcárate,1,4.44
6245,Anna Bache-Wiig,2,6.530085021167622
6246,Anna Baj,1,6.9
6247,Anna Bak-Kvapil,1,8.0
6248,Anna Baldaccini,2,7.165
6249,Anna Baldini,1,7.17
6250,Anna Banshchikova,2,5.038938910375302
6251,Anna Barker,1,3.724541768715508
6252,Anna Barnholtz,1,2.0
6253,Anna Baryshnikov,1,7.17
6254,Anna Basso de Marc,1,5.67
6255,Anna Bastoni,1,4.0
6256,Anna Bederke,1,5.0
6257,Anna Bellato,8,5.749821789185583
6258,Anna Belle Bayley,1,4.634060185518915
6259,Anna Bellezza,1,5.0
6260,Anna Bellina,1,7.0
6261,Anna Benzi,1,7.5
6262,Anna Bertran,1,8.0
6263,Anna Bianchi,2,5.105
6264,Anna Billò,1,4.0
6265,Anna Biryukova,1,7.33
6266,Anna Bjelkerud,2,5.0
6267,Anna Bjorn,1,7.29
6268,Anna Björk,1,7.0
6269,Anna Boccadamo,1,7.13
6270,Anna Bolens,1,7.0
6271,Anna Bonaiuto,41,5.857324146083556
6272,Anna Bonasso,4,4.7925
6273,Anna Borchert,1,2.984099908848434
6274,Anna Bosak,1,7.0
6275,Anna Brass,1,8.75
6276,Anna Brewster,1,4.919625461830079
6277,Anna Bullard,1,2.714891322241776
6278,Anna Butkevich,1,4.0
6279,Anna Butkevych,1,4.0
6280,Anna Böttcher,1,4.550167470398891
6281,Anna Calder-Marshall,2,5.729197380253008
6282,Anna Calvin,1,4.5
6283,Anna Camp,9,5.341323954840247
6284,Anna Campori,8,4.38125
6285,Anna Canzi,3,7.113333333333333
6286,Anna Capasso,1,4.25
6287,Anna Capodaglio,2,5.15
6288,Anna Caponnetto,1,7.0
6289,Anna Cardini,3,5.239999999999999
6290,Anna Carena,3,6.266666666666667
6291,Anna Carina,1,6.0
6292,Anna Caroli,1,6.33
6293,Anna Casalino,1,5.75
6294,Anna Castillo,5,6.653999999999999
6295,Anna Cathcart,3,4.325435150016278
6296,Anna Cerreto,1,4.0
6297,Anna Chancellor,10,5.727028998942581
6298,Anna Chernova,1,9.2
6299,Anna Chincho Serrano,1,2.33
6300,Anna Chipovskaya,1,3.724189643252885
6301,Anna Chlumsky,12,5.073273071145443
6302,Anna Churina,2,5.3
6303,Anna Ciepielewska,2,8.76
6304,Anna Clark,1,3.5
6305,Anna Cobb,2,5.970000000000001
6306,Anna Colona,1,3.33
6307,Anna Colwell,3,4.924725853557708
6308,Anna Corinto,1,3.0
6309,Anna Cottis,2,5.645
6310,Anna Cuculo,1,6.4
6311,Anna D'Annunzio,1,5.89
6312,Anna Daines,1,6.755371110604024
6313,Anna Dalton,4,4.0
6314,Anna Danshina,1,5.5602874174894525
6315,Anna De Carlo,2,6.052013700448226
6316,Anna De Nitto,1,5.25
6317,Anna Deavere Smith,3,7.22
6318,Anna Della Rosa,2,5.85
6319,Anna Demetriou,1,3.0
6320,Anna Di Chiara,1,7.25
6321,Anna Di Leo,1,7.17
6322,Anna Diop,3,5.456666666666667
6323,Anna Douking,2,8.0
6324,Anna Drijver,1,5.0
6325,Anna Dymna,1,6.0
6326,Anna Dzhumak,1,2.0583421774947275
6327,Anna Enger Ritch,1,3.0
6328,Anna Ernandes,1,7.67
6329,Anna Fadda,1,5.67
6330,Anna Falchi,16,4.599375
6331,Anna Faris,22,5.2179304600925125
6332,Anna Favella,1,6.0
6333,Anna Fechter,1,6.5
6334,Anna Fehér,1,4.5
6335,Anna Ferguson,2,3.0
6336,Anna Ferraioli,2,5.585
6337,Anna Ferraioli Ravel,2,6.196209752648182
6338,Anna Ferrara,1,5.0
6339,Anna Ferruzzo,29,5.586036776153438
6340,Anna Ferzetti,11,4.374385638981181
6341,Anna Fialová,1,7.0
6342,Anna Filippini,1,7.75
6343,Anna Fischer,2,4.822090066304739
6344,Anna Flati,1,1.5
6345,Anna Foglietta,32,4.506244229529258
6346,Anna Francolini,1,5.0
6347,Anna Fridriksdóttir,1,6.92
6348,Anna Friedman,1,7.0
6349,Anna Friel,16,5.340938686571338
6350,Anna Galiena,44,4.8266051015196805
6351,Anna Galvin,1,4.735131216422901
6352,Anna Gardini,1,4.2
6353,Anna Gaylor,3,6.526666666666666
6354,Anna Gaël,2,6.0
6355,Anna Geislerová,6,6.015677126242545
6356,Anna Gerasimova,1,4.633355934593669
6357,Anna Gerber,1,4.0
6358,Anna Gigante,2,3.0
6359,Anna Glaube,1,5.5
6360,Anna Gornostaj,1,8.11
6361,Anna Grace Barlow,1,5.0
6362,Anna Gras,1,5.75
6363,Anna Grisebach,1,5.559700541718414
6364,Anna Gunn,4,5.193357753620502
6365,Anna Györgyi,1,6.0
6366,Anna Hardwick,1,5.5602874174894525
6367,Anna Harr,4,3.762721735523465
6368,Anna Hausburg,7,4.131768220958499
6369,Anna Henkel,2,8.27
6370,Anna Hopkins,3,4.434335488412383
6371,Anna Hutchison,11,4.412728029440936
6372,Anna Isaeva,1,5.928571657378563
6373,Anna Ishii,2,5.75
6374,Anna Ivacheff,1,4.5
6375,Anna Jeffreys,1,7.5
6376,Anna Jimskaia,1,1.0
6377,Anna Jimskaya,1,5.0
6378,Anna Jiménez,1,6.5
6379,Anna Julia Kapfelsperger,3,4.017559802862643
6380,Anna Kalaitzidou,2,6.475
6381,Anna Kanakis,7,3.3200000000000003
6382,Anna Karczmarczyk,1,7.2
6383,Anna Karen,1,4.0
6384,Anna Karin,1,0.9642121401299331
6385,Anna Karina,21,6.391846858921991
6386,Anna Karina Dyatlyk,1,6.67
6387,Anna Kashfi,2,6.785
6388,Anna Kasyan,1,5.5
6389,Anna Katarina,1,5.0
6390,Anna Katharina Schimrigk,1,7.0
6391,Anna Keaveney,1,7.74
6392,Anna Kendrick,28,5.555596052017144
6393,Anna Koch,1,3.9945719814016183
6394,Anna Komandareva,1,7.0
6395,Anna Konieczna,1,5.0
6396,Anna Konkle,1,5.0
6397,Anna Korotayeva,1,6.098821965856975
6398,Anna Kouroupou,1,6.67
6399,Anna Kovacsics,1,7.75
6400,Anna Kravtsova,1,4.0
6401,Anna Krotoska,1,5.0
6402,Anna Kuchma,1,4.64
6403,Anna Kudryavtseva,1,8.0
6404,Anna König,1,6.13
6405,Anna Lee,11,7.15668354892926
6406,Anna Lee Wooster,1,5.0
6407,Anna Lelio,1,6.8
6408,Anna Lena Class,1,2.0581074271863122
6409,Anna Lena Klenke,1,4.0
6410,Anna Leppänen,2,7.024697072364887
6411,Anna Levine,5,5.889819287898982
6412,Anna Liberati,1,3.0
6413,Anna Lina Alberti,2,2.0
6414,Anna Lindahl,1,6.67
6415,Anna Lise Phillips,2,5.0223683978472025
6416,Anna Lisyanskaya,1,8.0
6417,Anna Longhi,5,4.774
6418,Anna Loos,1,4.6
6419,Anna Lore,2,4.6518540300281455
6420,Anna Lou Castoldi,1,5.3
6421,Anna Louise Sargeant,1,5.6
6422,Anna Luisa Capasa,1,3.25
6423,Anna M. Lanciaprima,1,7.0
6424,Anna Madeley,2,4.275025047622341
6425,Anna Mae Routledge,1,3.5
6426,Anna Maestri,3,5.4433333333333325
6427,Anna Magnani,37,6.42945945945946
6428,Anna Maguire,2,4.75
6429,Anna Malfatti,1,6.0
6430,Anna Maliere,1,6.43
6431,Anna Mallamaci,1,3.7246591438697156
6432,Anna Malsson,1,5.25
6433,Anna Malvaso,1,4.549111094011022
6434,Anna Mantovani,1,4.33
6435,Anna Manuelli,3,4.995043738807634
6436,Anna Margaret,1,5.0
6437,Anna Margaret Hollyman,3,7.0
6438,Anna Maria Ackermann,1,3.67
6439,Anna Maria Alberghetti,3,6.083333333333333
6440,Anna Maria Antonacci,1,6.95
6441,Anna Maria Aragona,1,6.17
6442,Anna Maria Barbera,8,3.32375
6443,Anna Maria Bottini,2,5.895
6444,Anna Maria Canali,1,7.2
6445,Anna Maria Chiatante,1,3.0
6446,Anna Maria De Luca,4,5.34
6447,Anna Maria Dionisio,1,4.0
6448,Anna Maria Ferrero,31,5.876451612903225
6449,Anna Maria Ghepardi,1,6.0
6450,Anna Maria Gherardi,6,6.801666666666667
6451,Anna Maria Ghirardelli,1,6.0
6452,Anna Maria Guarnieri,3,5.866273988618992
6453,Anna Maria Horsford,3,5.760000000000001
6454,Anna Maria Luciani,1,5.2
6455,Anna Maria Malipiero,1,5.458512135660223
6456,Anna Maria Moneta Caglio,1,4.0
6457,Anna Maria Monticelli,1,6.73
6458,Anna Maria Mühe,1,6.014694500428535
6459,Anna Maria Nardini,1,7.33
6460,Anna Maria Noè,1,7.2
6461,Anna Maria Pace,1,4.0
6462,Anna Maria Panaro,1,3.0
6463,Anna Maria Pancani,1,6.94
6464,Anna Maria Perez de Tagle,1,2.75
6465,Anna Maria Pescatori,2,5.45
6466,Anna Maria Petrova,3,3.7099999999999995
6467,Anna Maria Pierangeli,16,5.109029221881183
6468,Anna Maria Placido,1,2.75
6469,Anna Maria Polani,4,3.5825
6470,Anna Maria Rapisardi,1,3.5
6471,Anna Maria Rizzoli,16,3.521875
6472,Anna Maria Rosati,1,3.0
6473,Anna Maria Sandri,4,5.0
6474,Anna Maria Sieklucka,2,1.7
6475,Anna Maria Teresa Ricci,1,4.0
6476,Anna Marie Dobbins,2,4.684595700970908
6477,Anna María Aveta,1,6.91
6478,Anna Massey,12,6.303333333333334
6479,Anna Maxwell Martin,1,6.6
6480,Anna May Wong,3,6.420015841102777
6481,Anna Mazzamauro,16,5.25875
6482,Anna Mazzotti,1,6.570407364580014
6483,Anna McGarrigle,1,6.75
6484,Anna Meacci,1,6.0
6485,Anna Melato,6,4.083333333333333
6486,Anna Melita,1,4.0
6487,Anna Mielczarek,1,6.83
6488,Anna Mikami,1,5.33
6489,Anna Mikhalkova,3,5.695999255947055
6490,Anna Miserocchi,1,7.75
6491,Anna Moffo,6,4.445
6492,Anna Moore,1,7.0
6493,Anna Mouglalis,14,6.201710017030597
6494,Anna Myrha,1,6.38
6495,Anna Nagata,1,5.3
6496,Anna Nakagawa,1,7.9
6497,Anna Neagle,1,7.5
6498,Anna Nehrebecka,2,8.1
6499,Anna Nevander,1,5.0
6500,Anna Neverova,1,8.0
6501,Anna Nicole Smith,1,5.82
6502,Anna Nievo,1,4.5
6503,Anna Nightingale,1,3.253191120300883
6504,Anna Nogara,6,4.625
6505,Anna Odell,2,6.746899327866252
6506,Anna Odessa,2,3.0
6507,Anna Odobescu,1,4.8
6508,Anna Orso,8,4.50375
6509,Anna Osceola,1,5.33
6510,Anna Ottmann,1,3.438976492404346
6511,Anna Oxa,1,3.33
6512,Anna Paglia,1,6.6
6513,Anna Palk,2,5.25
6514,Anna Panayotova,1,5.67
6515,Anna Pannocchia,1,6.13
6516,Anna Paola Vellaccio,1,6.83
6517,Anna Paquin,22,6.380127827970921
6518,Anna Parzonka,1,8.0
6519,Anna Patierno,1,5.25
6520,Anna Pena,1,4.448744314032285
6521,Anna Philp,1,5.273548389636213
6522,Anna Pitasová,1,9.5
6523,Anna Pniowsky,1,6.5
6524,Anna Pollio,1,6.0
6525,Anna Polony,5,7.159999999999999
6526,Anna Popplewell,4,4.843357110636413
6527,Anna Proclemer,7,5.131428571428572
6528,Anna Prucnal,2,6.42
6529,Anna Prus,1,4.0
6530,Anna Próchniak,4,6.54
6531,Anna Puck,2,3.4894533202792335
6532,Anna Quayle,1,8.0
6533,Anna Raadsveld,1,7.67
6534,Anna Ranalli,3,3.0566666666666666
6535,Anna Ravazzoni,1,3.9945719814016183
6536,Anna Razzi,1,6.0
6537,Anna Ricco,1,3.9944546062474107
6538,Anna Rita Fodde,1,4.0
6539,Anna Rodriguez,1,5.6
6540,Anna Romantowska,3,6.266666666666667
6541,Anna Rose,1,5.43
6542,Anna Rose Hopkins,1,7.27
6543,Anna Rose Phipps,1,6.75
6544,Anna Ross,1,4.0
6545,Anna Rot,2,2.3361399219933636
6546,Anna Russo,1,4.0
6547,Anna Rust,3,5.2
6548,Anna Rydgren,1,5.9
6549,Anna Safroncik,10,4.4068989436255865
6550,Anna Sanders,1,6.8
6551,Anna Scaglione,1,6.0
6552,Anna Schäfer,1,4.735131216422901
6553,Anna Shirin Habedank,1,4.078582071675851
6554,Anna Sigalevitch,4,6.1075
6555,Anna Silk,2,5.0
6556,Anna Skellern,3,7.2214733422635335
6557,Anna Slyu,1,7.5
6558,Anna Smolowik,2,5.374971546002821
6559,Anna Sofie Christensen,1,2.9844520343110568
6560,Anna Sofie Skarholt,1,4.179300977117212
6561,Anna Stante,1,4.0
6562,Anna Sten,2,7.25
6563,Anna Stieblich,1,1.9743320872204948
6564,Anna Stratigò,1,5.458394760506016
6565,Anna Synodinou,1,6.0
6566,Anna Szymanczyk,1,6.839146450569841
6567,Anna Tatangelo,1,2.0
6568,Anna Tenney,1,5.86
6569,Anna Teresa Rossini,1,4.67
6570,Anna Tereshchenko,1,6.0
6571,Anna Terzano,1,3.5
6572,Anna Thalbach,2,6.165
6573,Anna Thomson,2,5.5
6574,Anna Toffoli,1,4.0
6575,Anna Tognetti,1,4.5
6576,Anna Torv,2,7.0
6577,Anna Tsuchiya,2,7.09965306049496
6578,Anna Tsukanova,1,8.0
6579,Anna Ukolova,1,6.89
6580,Anna Ularu,1,4.7
6581,Anna Unterberger,3,5.083333333333333
6582,Anna Valente,1,3.0
6583,Anna Valeria Dini,1,4.0
6584,Anna Valle,12,4.272235341705737
6585,Anna Van Hooft,9,4.082928684335278
6586,Anna Vartanyan,1,4.67
6587,Anna Vasileva,1,4.33
6588,Anna Vawser,1,2.4288565453137845
6589,Anna Veneziano,1,2.67
6590,Anna Vivaldi,1,5.33
6591,Anna Walton,3,5.513333333333333
6592,Anna Wetlinská,1,10.0
6593,Anna White,1,3.7250112693323385
6594,Anna Wilson-Jones,4,5.513583021805124
6595,Anna Wing,2,7.25
6596,Anna Wood,1,6.41
6597,Anna Zemstova,1,8.83
6598,Anna Zhurakovskaya,1,6.5
6599,Anna Zinneman,1,4.0
6600,Anna Zinnemann,3,4.933333333333334
6601,Anna di Dio,1,4.0
6602,Anna von Berg,1,5.559700541718414
6603,Anna von Haebler,1,2.5299275762177675
6604,Anna Åström,1,6.23
6605,Anna-Kate Golding,1,5.0
6606,Anna-Katharina Müller,1,7.0
6607,Anna-Katharina Schwabroh,1,7.25
6608,Anna-Lena Bergelin,1,5.88
6609,Anna-Lise Baude,1,6.43
6610,Anna-Lotta Larsson,1,7.0
6611,Anna-Louise Plowman,3,6.729650474530314
6612,Anna-Maria Gherardi,1,6.0
6613,Anna-Maria Nabirye,1,8.0
6614,Anna-Marie Frances Lea,1,3.2524868693756375
6615,Anna-Sophie Kummer,1,2.4285044198511616
6616,AnnaLynne McCord,10,3.6134782313319986
6617,AnnaMaria Demara,1,3.438976492404346
6618,AnnaSophia Robb,13,5.3622523951035586
6619,Annabel Bartlett,1,6.8
6620,Annabel Kershaw,2,4.687427085424307
6621,Annabel Leventon,1,4.0
6622,Annabel Mullion,2,4.414454564162536
6623,Annabel O'Hagan,1,4.0
6624,Annabel Schofield,1,4.0
6625,Annabel Scholey,1,5.0
6626,Annabel Wolfe,1,3.253308495455091
6627,Annabel Wright,2,3.177013700448226
6628,Annabella,7,7.905714285714287
6629,Annabella Andreoli,1,2.0
6630,Annabella Besi,1,7.57
6631,Annabella Calabrese,1,5.33
6632,Annabella Cerliani,1,3.33
6633,Annabella Didion,1,5.0
6634,Annabella Incontrera,12,3.8866666666666667
6635,Annabella Levy,1,6.0
6636,Annabella Piugattuk,1,6.097765589469106
6637,Annabella Price,1,6.0
6638,Annabella Schiavone,2,3.635
6639,Annabella Sciorra,22,6.167272727272728
6640,Annabelle Attanasio,1,7.0
6641,Annabelle Belmondo,1,5.0
6642,Annabelle Dexter-Jones,3,3.3333333333333335
6643,Annabelle Gurwitch,2,6.0
6644,Annabelle Krieg,1,2.4288565453137845
6645,Annabelle Lengronne,3,6.276666666666666
6646,Annabelle Mandeng,1,5.0
6647,Annabelle Stephenson,1,4.0
6648,Annabelle Wallis,14,4.7799197388359005
6649,Annabeth Gish,18,5.447370257084441
6650,Annalaina Marks,1,6.0
6651,Annalee Jefferies,1,5.55993529202683
6652,Annalee Ranft,1,3.5399301481541214
6653,Annaleigh Ashford,4,6.0847167082648
6654,Annalisa Aglioti,1,4.0
6655,Annalisa Arena,1,4.448157438261247
6656,Annalisa Canfora,1,6.0
6657,Annalisa Cereghino,1,4.735131216422901
6658,Annalisa Cochrane,1,4.078582071675851
6659,Annalisa De Simone,1,5.55993529202683
6660,Annalisa Favetti,2,5.149790297313926
6661,Annalisa Gaudio,1,6.0
6662,Annalisa Insardà,2,5.0
6663,Annalisa Pacinotti,1,6.67
6664,Annalisa Scarrone,1,3.67
6665,Annalisa Schettino,1,5.29
6666,Annalisa Usai,1,6.5
6667,Annalise Basso,5,5.164
6668,Annalise Cavender,1,5.088467268457997
6669,Annamaria Bramante,1,4.0
6670,Annamaria Chio,2,4.0
6671,Annamaria Ciancamerla,1,7.5
6672,Annamaria Clementi,2,2.875
6673,Annamaria De Luca,2,5.665
6674,Annamaria Fittipaldi,1,6.0
6675,Annamaria Lorusso,4,2.384777130518667
6676,Annamaria Petrini,1,2.5
6677,Annamaria Regannino,1,3.0
6678,Annamaria Serda,1,5.75
6679,Annamaria Tornello,1,4.0
6680,Annamaria Ubaldi,1,3.0
6681,Annamária Fodor,1,7.1
6682,Annandrea Vitrano,2,3.25
6683,Annarita Del Piano,4,4.21
6684,Annarita Grapputo,2,4.5
6685,Annarita Spinaci,1,3.0
6686,Annazette Chase,1,6.67
6687,Anne Alvaro,5,6.978
6688,Anne Archer,22,5.464287939052584
6689,Anne Arzenbacher,1,2.0
6690,Anne Azoulay,2,6.5
6691,Anne Bancroft,37,6.337640003873184
6692,Anne Barton,1,8.94
6693,Anne Baxter,26,6.5765405861199
6694,Anne Bedian,1,5.0
6695,Anne Bennent,4,7.0875
6696,Anne Benny,1,5.71
6697,Anne Benoît,6,6.916666666666667
6698,Anne Blackman,1,7.44
6699,Anne Bloom,1,5.0
6700,Anne Bobby,1,6.75
6701,Anne Bolik,1,2.9845694094652644
6702,Anne Brendler,1,4.0
6703,Anne Brochet,9,6.38
6704,Anne Byrne Hoffman,2,6.215
6705,Anne Caillon,1,3.0
6706,Anne Canovas,4,6.2025
6707,Anne Cantineau,1,7.67
6708,Anne Caprile,2,6.9350000000000005
6709,Anne Carlier,1,10.0
6710,Anne Carlisle,2,5.0
6711,Anne Carroll,1,6.33
6712,Anne Cathrin Buhtz,1,6.0
6713,Anne Chappuis,1,5.75
6714,Anne Charlotte Sjöberg,1,5.57
6715,Anne Charrier,4,5.390951398609889
6716,Anne Coesens,7,6.865714285714286
6717,Anne Collette,1,7.0
6718,Anne Consigny,14,6.509285714285714
6719,Anne Crawford,3,6.916666666666667
6720,Anne Cunningham,1,7.63
6721,Anne Day-Jones,2,5.0
6722,Anne De Salvo,4,4.665
6723,Anne Ditchburn,1,7.0
6724,Anne Doat,1,6.0
6725,Anne Dodge,1,4.0
6726,Anne Dorval,5,6.389664964898078
6727,Anne Dudek,3,5.734954847587926
6728,Anne Dupont,1,4.0
6729,Anne Dvorak,1,6.0
6730,Anne Faba,1,4.449096439494908
6731,Anne Francis,10,6.2040047523308335
6732,Anne Garcia,1,3.9945719814016183
6733,Anne Gautier,1,8.0
6734,Anne Giotta,1,6.86
6735,Anne Girouard,3,4.625514827652734
6736,Anne Graf,1,3.0
6737,Anne Grete Hilding,1,7.0
6738,Anne Grey,1,5.67
6739,Anne Gwynne,1,5.5602874174894525
6740,Anne Haney,1,6.0
6741,Anne Hathaway,27,5.545555555555556
6742,Anne Hawthorne,3,5.341565690788296
6743,Anne Heche,30,5.294738604775165
6744,Anne Helm,2,5.0
6745,Anne Heywood,11,4.651818181818182
6746,Anne Howard,1,7.62
6747,Anne Ives,1,6.2
6748,Anne Jackson,4,5.0
6749,Anne Jacquemin,1,6.0
6750,Anne Jeffreys,6,5.159810710187141
6751,Anne Jonquet,1,5.0
6752,Anne Judson-Yager,1,6.0
6753,Anne Kanis,2,5.375
6754,Anne Kasprik,1,4.67
6755,Anne Kent,1,3.5399301481541214
6756,Anne Knecht,1,3.71
6757,Anne Kravz-Tarnavsky,1,7.0
6758,Anne Kreis,1,5.929510658612224
6759,Anne Kulbatzki,1,5.644180132609478
6760,Anne L. Nathan,1,6.4
6761,Anne Lambert,1,8.14
6762,Anne Lambton,1,7.0
6763,Anne Le Ny,12,6.182317616842737
6764,Anne Leighton,1,5.67
6765,Anne Libert,3,4.364554397618022
6766,Anne Lockhart,2,5.0
6767,Anne Loiret,4,5.8875
6768,Anne Louise Hassing,3,6.976666666666667
6769,Anne Marie Benati,1,8.0
6770,Anne Marie Carell,1,3.0
6771,Anne Marie DeLuise,8,4.979428150663804
6772,Anne Marie Howard,1,2.0
6773,Anne Marie Loder,1,6.0
6774,Anne Marie Noé,1,4.67
6775,Anne Marit Jacobsen,3,6.003038175739712
6776,Anne Marivin,8,6.0811332783511
6777,Anne McDaniels,1,7.56
6778,Anne Meara,3,5.75
6779,Anne Muffly,1,5.45
6780,Anne Openshaw,6,5.421262775300737
6781,Anne Parillaud,12,5.3758333333333335
6782,Anne Paulicevich,3,6.609999999999999
6783,Anne Pitoniak,4,6.315
6784,Anne Pouchie,1,7.33
6785,Anne Presting,1,8.0
6786,Anne Raitt,1,8.590647258761141
6787,Anne Ramsay,4,4.987060079532099
6788,Anne Ramsey,5,6.312
6789,Anne Ratte-Polle,1,7.0
6790,Anne Reardon,1,5.0
6791,Anne Reid,9,5.955370005836983
6792,Anne Revere,6,7.425
6793,Anne Roussel,1,6.0
6794,Anne Sargent,1,8.63
6795,Anne Saxon,1,4.0
6796,Anne Schedeen,2,3.7144282726568925
6797,Anne Schäfer,1,3.438976492404346
6798,Anne See,1,7.33
6799,Anne Serra,2,4.684713076125116
6800,Anne Seymour,2,5.502287276668985
6801,Anne Shirley,7,6.588571428571428
6802,Anne Son,1,6.014694500428535
6803,Anne Stedman,1,4.449096439494908
6804,Anne Stroka,1,8.5
6805,Anne Suzuki,5,4.724034008467049
6806,Anne Sward,3,6.2565711618566455
6807,Anne Sylvain,1,6.0
6808,Anne Sørensen,1,7.45
6809,Anne Tenney,1,8.0
6810,Anne Teyssedre,1,7.14
6811,Anne Twomey,1,6.57
6812,Anne Türnpu,1,7.0
6813,Anne Valerie Le Fevre,1,4.33
6814,Anne Vernon,8,7.1537500000000005
6815,Anne Violet,1,3.7250112693323385
6816,Anne Werner,1,2.5299275762177675
6817,Anne Whitfield,1,7.38
6818,Anne Wiazemsky,8,7.0075
6819,Anne Winters,3,4.359527357225283
6820,Anne Yasmine,1,7.0
6821,Anne Yernaux,1,8.59
6822,Anne-Caroline Suberville,1,8.0
6823,Anne-Carolyne Binette,1,6.0
6824,Anne-Kathrin Golinsky,1,8.75
6825,Anne-Kathrin Gummich,1,0.9642121401299331
6826,Anne-Laure Bonet,1,7.0
6827,Anne-Laure Meury,2,7.215
6828,Anne-Louise Lambert,1,8.1
6829,Anne-Marie Coffinet,1,4.33
6830,Anne-Marie Duff,10,5.979429750776369
6831,Anne-Marie Jelinek,1,8.0
6832,Anne-Marie Johnson,4,5.125
6833,Anne-Marie Kuster,1,5.25
6834,Anne-Marie Loop,1,5.6
6835,Anne-Marie McDonald,1,5.5
6836,Anne-Marie Miéville,2,6.5
6837,Anne-Marie Peysson,1,5.33
6838,Anne-Marie Philipe,1,5.33
6839,Anne-Marie Pisani,1,7.14
6840,Anne-Marie Weisz,1,6.5
6841,Anne-Marie “Misa” Misser,1,5.0
6842,Anne-Marja Biin,1,7.67
6843,Anne-Solenne Hatte,3,4.326223963416684
6844,Anne-Sophie Bailly,1,6.33
6845,Anne-Sophie Briest,1,6.0
6846,Anneka Di Lorenzo,1,3.0
6847,Annekathrin Bach,1,4.0
6848,Anneke Blok,1,5.83
6849,Anneke Kim Sarnau,3,4.449096439494908
6850,Anneke Sluiters,1,6.5
6851,Anneke von der Lippe,1,5.83
6852,Anneli Karppinen,1,7.0
6853,Anneliese Uhlig,2,4.75
6854,Anneliese van der Pol,2,3.165
6855,Annelise Hesme,2,3.5
6856,Annelise Pollmann,1,3.994102480784788
6857,Annemarie Düringer,3,7.264937291860915
6858,Annemarie Lawless,1,6.89
6859,Annemarie Prins,1,7.5
6860,Annemarie Van Dijk,1,8.0
6861,Annes Elwy,2,6.0
6862,Annet Mahendru,1,6.0
6863,Annet Malherbe,6,6.106605100950464
6864,Anneta Papathanasiou,1,6.0
6865,Annett Culp,1,4.0
6866,Annette Arnold,1,6.0
6867,Annette Badland,2,5.115
6868,Annette Bening,31,6.293225806451613
6869,Annette Benson,1,6.0
6870,Annette Cardona,1,6.0
6871,Annette Ciarli,3,4.52
6872,Annette Ciavarella,1,3.9945719814016183
6873,Annette Crosbie,3,6.234898166809511
6874,Annette Frier,2,3.211714263357701
6875,Annette Funicello,1,4.0
6876,Annette Haven,1,4.363795222524391
6877,Annette Michelson,1,7.0
6878,Annette O'Toole,9,6.333907968539381
6879,Annette Poivre,2,6.95
6880,Annette Stroyberg,4,4.3025
6881,Annette Tirier,1,7.0
6882,Annette Vadim,2,4.5
6883,Annette Whiteley,1,5.0
6884,Annette Wozniak,1,6.570289989425806
6885,Anni Finsterer,1,5.0
6886,Anni-Kristiina Juuso,1,7.5
6887,Annibale Betrone,6,5.445
6888,Annibale Biglioni,1,6.75
6889,Annibale Ninchi,3,6.733333333333333
6890,Annibale Viappiani,1,6.25
6891,Annica Bejhed,1,6.25
6892,Annica Liljeblad,1,5.0
6893,Annica Rodolico,1,4.0
6894,Annick Alane,5,7.336081472916002
6895,Annick Christiaens,1,4.0
6896,Annick Fougery,1,8.0
6897,Annick Johnson,1,6.38
6898,Annick Lemonnier,1,7.57
6899,Annie Abbott,2,4.86756560821145
6900,Annie Alberti,1,4.0
6901,Annie Allix,1,7.5
6902,Annie Belle,15,3.872
6903,Annie Bovaird,1,6.0
6904,Annie Burgstede,1,3.5
6905,Annie Byron,1,7.25
6906,Annie Campbell,2,5.647011517062877
6907,Annie Carol Edel,5,4.434
6908,Annie Chen,1,7.33
6909,Annie Cordy,7,5.667142857142857
6910,Annie Corley,6,5.385723300504925
6911,Annie Desjardins,1,4.3647342237580515
6912,Annie Ducaux,1,8.0
6913,Annie Duperoux,1,8.2
6914,Annie Edel,1,3.0
6915,Annie Fratellini,1,7.38
6916,Annie Galipeau,2,5.0
6917,Annie Girardot,40,6.292591579821352
6918,Annie Golden,2,7.57
